source,pmid_number,reviewer_1_2,reviewer_2_3,pdf_in_folder,link_to_paper,authors,title,journal,issue_number_page_numbers,link_to_paper_2,reviewer_1_11,reviewer_2_12,data_available,sample_description,sample_size,clustering,clustering_dealt_with,exposure_s,mediator_s,outcome_s,exposure_randomized,name_of_mediation_method,citation_for_mediation_method,causal_mediation_yes_no,if_causal_which_estimand_1_controlled_direct_and_indirect_2_natural_direct_and_indirect_effects_or_3_stochastic_randomized_interventional_direct_and_indirect_effects,effects_of_interst_nie_nde_etc,if_baron_kenny_examine_whether_no_interaction_b_w_tx_and_mediator_on_outcome,if_b_k_examine_linear_relationship_b_w_mediator_and_outcome,covariates_in_exposure_mediator_model,covariates_in_mediator_outcome_model,covariates_in_exposure_outcome_model,any_justification_for_covariates,baseline_value_of_mediator_adjusted_for,baseline_value_of_outcome_adjusted_for,temporal_ordering_of_exposure_before_mediator_yes_no,temporal_ordering_of_mediator_before_outcome_yes_no,discussion_of_mediation_assumptions_yes_no,sensitivity_analyes_to_assumptions_yes_no,does_model_control_for_other_post_exposure_variables_yes_no,reviewer,reviewer_1,reviewer_2,x40
12,28824492,Ian,Kelly,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5534439/,"Melanie Hausler,1,2,* Cornelia Strecker,2 Alexandra Huber,1,2 Mirjam Brenner,2 Thomas Höge,2 and  Stefan Höfer1","Associations between the Application of Signature Character Strengths, Health and Well-being of Health Professionals",Frontiers in Psychology,8; 1307,NA,NA,NA,no,volunteer medical students,387,no,na,"application of signature character strengths (ASCS-RS) (Harzer and Ruch, 2013))",emotional exhaustion (German student version of the Maslach-Burnout-Inventory (MBI-SS-GV) by Gumz et al. (2013)),"assessed 4 outcomes separately:  SWB, subjective well-being; PWB, psychological well-being; MCS, mental health score; PCS, and physical health score",no,SEM,SPSS v22 PROCESS (Hayes 2013),no,na,"total, direct and indirect",na,na,"sex, age and marital status",NA,NA,no,no,no,"no, cross-sectional","no, cross-sectional",no,no,no,B,NA,NA,NA
12,28872672,Ian,Kelly,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/cdev.12942,"Curtis, Keiser, Estabrook, Roberts",The Longitudinal Effects of Early Language Intervention on Children's Problem Behaviors,Child Development,0 (00); 1-17,NA,NA,NA,no,a secondary analysis of data from a randomized clinical trial examining the effects of parent-implemented EMT on the language outcomes of toddlers with language delay,97,no,na,language protocol versus control,"rate of communicate at baseline and 12 month fu (number of utterances spoken by the child during two play-based observational samples in which children inter-acted with their caregivers in a clinic setting, totaling 20 min of observation at each time point)","Child Behavior Checklist 1.5 (total problem, internalizing and externalizing) at 12 month fu",no,SEM (but later states they constructed B+K steps),mentioned B+K (1986) and Sobel test () but did not use these,no,na,direct and indirect,na,na,"baseline problem behavior scores, baseline rate of communication, the child's s age at follow-up and child's gender","baseline problem behavior scores, baseline rate of communication, the child's s age at follow-up and child's gender","baseline problem behavior scores, baseline rate of communication, the child's s age at follow-up and child's gender",no,yes,yes,yes,"no, both assessed at 12 month fu","method also does not assume a normal sampling distribution of the indirect effect as in the Sobel (1982) method, which is not always the case, especially for small samples (Bollen & Stine, 1990)",no,no,B,NA,NA,NA
12,28968562,Adam,Kelly,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032717311394/pdfft?md5=52ce1b04a281d2e667887c92acc36f02&pid=1-s2.0-S0165032717311394-main.pdf,"Khan R.L. Collins⁎, Werner G.K. Stritzke, Andrew C. Page, Julia D. Brown, Tricia J. Wylde",Mind full of life: Does mindfulness confer resilience to suicide by increasing zest for life?,Journal of Affective Disorders,226; 100-107,NA,NA,NA,no,university volunteers providing computer responses at baseline and 8 week follow up,233,no,na,mindfulness (MAAS 5-item short version),zest for life (ZLS 12-item scale),suicidal desire (single item for ideation and single item for attempt using SITBI),no,moderated mediation,Hayes (2013) and Preacher and Hayes (2008),no,na,indirect in context of moderated mediation,na,na,no mentioned but did have gender and ethnicity,no mentioned but did have gender and ethnicity,no mentioned but did have gender and ethnicity,no,"no, only predicting time 2 mediator/outcome","no, only predicting time 2 mediator/outcome",yes; used time 1 exposure,"no, both assessed at time 2",no,no,no,B,NA,NA,"3 moderators tested:  psychological distress, perceived burdensomeness, thwarted belongingness"
12,29052846,Adam,Kelly,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/jcpp.12834,"Eduard J. de Bruin, Susan M. Bogels, Frans J. Oort,and Anne Marie Meijer",Improvements of adolescent psychopathology after insomnia treatment: results from a randomized controlled trial over 1 year,The Journal of Child Psychology and Psychiatry,59 (5); 509-522,NA,NA,NA,no,"Participants recruited by means of advertisements, newsletters, lectures at schools and leaflets for healthcare professional",116,no,na,Treatment for insomnia (in-person or online vs. control waitlist condition),reduction of insomnia symptoms (HSDQ),adolescent psychopathology (YSR Achenbach 1991),yes,4-step approach from Hayes,"multilevel regression analyses to test criteria for mediation (Hayes, 2013; MacKinnon, Lockwood, Hoffman,West, & Sheets, 2002; Preacher & Hayes, 2004).",no,na,direct and indirect,na,na,none mentioned except an evaulation for modification by gender,none mentioned except an evaulation for modification by gender,none mentioned except an evaulation for modification by gender,na,no,no,yes,yes,no,no,no,B,NA,NA,NA
12,29171662,Ian,Kelly,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/full/10.1111/cdev.12997,"Gregory M. Fosco, David M. Lydon‐Staley","A Within‐Family Examination of Interparental Conflict, Cognitive Appraisals, and Adolescent Mood and Well‐Being",Child Development,0 (00); 1-16,NA,NA,NA,no,families of 9th and 10th grade adolescents recruited through high schools in Pennsylvania and through family referrals,151,"yes, by family and over time","yes, used mixed effects modeling",Interparental Conflict on a 0-10 self-report scale for parent and adolescent separately,daily threat appraisal and self-blame (about the parent relationship) as well as global (Children's Perceptions of IPC scale),daily self-report of adolescent well being ( I was SATISFIED WITH MY LIFE today” and “I led a PURPOSEFUL and MEANINGFUL life today”),no,appears like a B+K with a term for the covariance of random effects when calculating the indirect path a*b and the total effect,"SAS 9.3 PROC MIXED.  ""we conducted a multilevel mediation model in accordance with recommendations of Bauer et al. (2006)""",no,na,"total, indirect",no,"no, M-O not modeled",not beyond modeling of within and between family and time,not beyond modeling of within and between family and time,not beyond modeling of within and between family and time,na,no,no,"no in that a lag model was not constructed and daily reporting for E, M and O was all on the same day","no in that a lag model was not constructed and daily reporting for E, M and O was all on the same day",no,no,no,B,NA,NA,NA
12,29324368,Adam,Kelly,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S016503271732270X/pdfft?md5=95d9688b179d4af2bfc02dc910d52902&pid=1-s2.0-S016503271732270X-main.pdf,Mashhood Ahmed Sheikh,"Childhood disadvantage, education, and psychological distress in adulthood: A three-wave population-based study",Journal of Affective Disorders,229; 206-212,NA,NA,NA,no,"participants had to have attended Tromsø IV (1994–1995), Tromsø V (2001–2002), and Tromsø VI (2007–2008)",4530,no,na,"childhood disadvantage (Six indicators of childhood disadvantage (low mother's educa- tion, low father's education, low childhood financial conditions, psy- chological abuse, physical abuse, and substance abuse distress) were measured retrospectively in Tromsø VI and used to create an index of childhood disadvantages. Scores ranged from 0 to 6, with participants receiving 1 point for each disadvantage that was present in their childhood.)",education level (5-level self-report asked at wave IV),psychological distress in adulthood (HSCL-10),no,difference-in-coefficients method was used,"STATA v15; (Sheikh et al., 2016b, 2017).",no,na,"total, direct, indirect and proportion mediated",no,no,"age, gender, mother's/father's history of psychiatric disorders, daily smoking, indicators of alcohol frequency, number of friends, and perceived social support","childhood disadvantages, age, gender, mother's/father's history of psychiatric disorders, daily smoking, alcohol frequency, number of friends, and perceived social support",all variables in previous models,no,no,no,yes,presumed yes,no,no,no,B,NA,NA,NA
13,23181545,Ian,Jeannie,N,http://eds.b.ebscohost.com.ezp.welch.jhmi.edu/ehost/detail/detail?vid=1&sid=c1cb7caa-822e-4d0d-a940-d026c6e9ed93%40pdc-v-sessmgr02&bdata=JnNpdGU9ZWhvc3QtbGl2ZSZzY29wZT1zaXRl#AN=2012-31244-001&db=pdh,"Wiltermuth SS, Gino F","""I'll Have One of Each"": How Separating Rewards Into (Meaningless) Categories Increases Motivation",Journal of Personality and Social Psychology,"104, 1, 1-13",NA,NA,NA,No,"Study 1: Users of Amazon's Mturk platform
Studies 2 and 3: undergraduate students",1,No,NA,Categorization of rewards,"Studies 1 and 2: Fear of missing out
Study 3: Anticipated regret","Study 1: Performance on anagram task
Studies 2 and 3: Time spent on task",Yes,Nonparametric bootstrapping of traditional path effects,"MacKinnon, Fairchild, & Fritz 2007; Preacher and Hayes 2004",No,NA,Direct and indirect,No,No,None,None,None,NA,No,No,Yes,Yes,No,No,No,A,NA,NA,NA
13,23453673,Liz,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032713000979/pdfft?md5=8b4c9d06c784f13fbc464b5c5f38e240&pid=1-s2.0-S0165032713000979-main.pdf,"Nsemenang, S., Webb, J.R., Cukrowicz, K.C., and Hirsch, J.K.",Depressive symptoms and interpersonal needs as mediators of forgiveness and suicidal behavior among rural primary care patients,Journal of Affective Disorders,"2013, 149: 282-290.",NA,NA,NA,no,Uninsured adults from a rural primary care clinic,101,no,NA,"forgiveness (of self, of others, by God)","depressive symptoms, thwarted belongingness, perceived burdensomeness",suicidal behavior,No,"parallel multivariable mediation analyses, serial multivariable mediation analysis (mediators have direct effect on each other)","Preacher and Hayes (2008a), Hayes (2012)",no,NA,all sorts of direct and indirect effects (b/c 3 mediators so lots of possibilities),no,no,"other forgiveness measures, age, sex, ethnicity, religiousness, spirituality, depressive symptoms","other forgiveness measures, age, sex, ethnicity, religiousness, spirituality, depressive symptoms","other forgiveness measures, age, sex, ethnicity, religiousness, spirituality, depressive symptoms",no,no,no,no,no,somewhat: do say that b/c cross-sectional can't draw causal inferences,no,no,A,NA,NA,NA
13,23880495,Liz,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0890856713003420/pdfft?md5=15b07ec0687e3e704c37db42764909cc&pid=1-s2.0-S0890856713003420-main.pdf,"Pineda, J., and Dadds, M.R.",Family intervention for adolescents with suicidal behavior: A randomized controlled trial and mediation analysis,Journal of the American Academy of Child & Adolescent Psychiatry,"2013, 52(8): 851-862",NA,NA,NA,no,Suicidal adolescents (and their parents) from an outpatient psychiatric clinic,48,no,NA,Resourceful Adolescent Parent Program (RAP-P),"family functioning (parent and youth rated, separately)",suicidality,Yes,Baron and Kenny,"Baron and Kenny, SPSS",no,NA,direct and indirect,no,no,none,none,none,NA,no,no,yes,don't tink so (unclear),no,no,no,A,NA,NA,NA
13,23931831,Liz,Kelly,Y,https://www-cambridge-org.ezp.welch.jhmi.edu/core/journals/psychological-medicine/article/mechanisms-of-change-underlying-the-efficacy-of-cognitive-behaviour-therapy-for-chronic-fatigue-syndrome-in-a-specialist-clinic-a-mediation-analysis/43CC67C007928AAB3C522395CD08CB9C,"Stahl, D.,Rimes, K.A., and Chalder, T.",Mechanisms of change underlying the efficacy of cognitive behavior therapy for chronic fatigue syndrome in a specialist clinic: A mediation analysis,Psychologicall Medicine,"2014, 44: 1331-1344",NA,NA,NA,no,patients with chronic fatigue receiving CBT,389,yes (therapist),no; other analyes implied very little therapist effect,avoidance behvior / fearful cognitions,fearful cognitions / avoidance behavior,fatigue and social adjustment,no,Baron and Kenny,"MacKinnon (2008), Baron and Kenny, AMOS",no,NA,direct and indirect,no,no,baseline values of mediator and outcome,baseline values of mediator and outcome,baseline values of mediator and outcome,Some,yes,yes,yes,yes,"yes re time ordering, and select model that best fits to determine ordering of mediation.  Also discuss potential for unobserved mediator/outcome confounder.",no,no,A,NA,NA,NA
13,24012069,Liz,Kelly,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032713006010/pdfft?md5=46e25c442aa4186133baa6c32492e20a&pid=1-s2.0-S0165032713006010-main.pdf,"Okello, J., Nakimuli-Mpungu, E., Musisi, S., Broekaert, E., and Derluyn, I.",War-related trauma exposure and multiple risk behaviors among school-going adolescents in Northern Uganda: The mediating role of depression symptoms,Journal of Affective Disorders,"2013, 151: 715-721",NA,NA,NA,no,school-going adolescents in Uganda,551,no,NA,stressful war events,depression,risk behaviors,no,Baron and Kenny,Baron and Kenny (1986),no,NA,direct and indirect,no,no,unclear but likely none,unclear but likely none,unclear but likely none,NA,no,no,no,no,no,no,no,A,NA,NA,NA
13,25083601,Liz,Adam,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S016503271400439X/pdfft?md5=055ea0b49f596f9c10f7cfd85ff932f8&pid=1-s2.0-S016503271400439X-main.pdf,"Li, R., Cooper, C., Barber, J., Rapaport, P., Griffin, M., and Livingston, G.",Coping strategies as mediators of the effect of the START (strategies for RelaTives) intervention on psychological morbidity for family carers of people with dementia in a randomised controlled trial,Journal of Affective Disorders,"2014, 168: 298-305",NA,NA,NA,no,family carers from NHS dementia services,187,yes; site,sort of (fixed effects),START intervention (manualised coping skills intervention),3 types of coping,anxiety and depression scale,yes,MacKinnon et al. joint test; variation on Baron and Kenny;  Also did moderated mediation,MacKinnon et al. (2002); Muller et al. (2005) for moderated mediation,no,NA,direct and indirect,no,no,"site, baseline outcome, baseline coping, demographics, stressors","site, baseline outcome, baseline coping, demographics, stressors",NA,yes,yes,yes,yes,yes,"not really, although fairly careful analysis (inc. re missing data)",no,no,A,NA,NA,Note:  Also looked at whether mediation moderated by baseline symptoms
13,25566019,Liz,Kelly,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4263078/,"Leckie, R.L. et al.",BDNF mediates improvements in executive function following a 1-year exercise intervention,frontiers in human neuroscience,2014; 8: 985,NA,NA,NA,no,older adults,90,no,NA,1 year walking intervention,brain-derived neurotropic factor (BDNF),executive function (task switching),yes,"conditional process model, moderated mediation",PROCESS macro in SPSS; Hayes (2013),no,NA,NA,no,no,"baseline BDNF, baseline global accuracy cost, age","baseline BDNF, baseline global accuracy cost, age",NA,yes,yes,yes,yes,no,no,no,no,A,NA,NA,NA
13,25640022,Liz,Ian,Y,https://www-cambridge-org.ezp.welch.jhmi.edu/core/journals/psychological-medicine/article/impulsive-choice-predicts-shortterm-relapse-in-substancedependent-individuals-attending-an-inpatient-detoxification-programme/5E7C13BEB7AA20AA17BFCDB7DE145638,"Stevens, L. et al.",Impulsive choice predicts short-term relapse in substance-dependent individuals attending an in-patient detoxification programme,Psychological Medicine,2015; 45: 2083-2093,NA,NA,NA,NA,substance dependent individuals,70,no,NA,impulsivity,treatment retention,relapse,no,Hayes PROCESS macro in SPSS,Hayes (2012); MacKinnon (2008),no,NA,direct and indirect,no,no,none,none,none,NA,no,no,yes,"yes, probably","Only ""According to these authors, two
conditions need to be met in order to test for mediation:
there needs to be a significant effect from the
predictor to the mediator (referred to as path a) and
a significant effect from the mediator to the outcome
(referred to as path b).""",no,no,A,NA,NA,NA
13,25745834,Ian,Gunho,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032715000865/pdfft?md5=aa2b8356660db30a84046c0b90977675&pid=1-s2.0-S0165032715000865-main.pdf,"Cooper C, Rantell K, Blanchard M, McManus S, Dennis M, Brugha T, Jenkins R, Meltzer H, Bebbington P",Why are suicidal thoughts less prevalent in older age groups? Age differences in the correlates of suicidal thoughts in the English Adult Psychiatric Morbidity Survey 2007,Journal of Affective Disorders,"177, , 42-48",NA,NA,NA,NA,People age 16 or older living in private households in England,7403,No,NA,A variety of demographic and clinical characteristics,Age,Suicidal thoughts,No,Causal mediation,"Stata medeff, Hicks and Tingley 2011, 2012",Yes,2,DIrect and indirect,No,No,None,None,None,NA,No,No,No,No,No,No,No,A,NA,NA,NA
13,26300795,Ian,Kara,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4523787/,"Sittenthaler S, Traut-Mattausch E, Jonas E",Observing the restriction of another person: vicarious reactance and the role of self-construal and culture,Frontiers in Psychology,"6, ,",NA,NA,NA,NA,"Austrian, German, Croatian, or Bosnian employees",180,No,NA,"Analysis 1: Restriction*cultural background
Analysis 2: Cultural background","Analysis 1: Experience of reactance
Analysis 2: Self-construal",Reactance behavior,No,"Analysis 1: Baron & Kenny
Analysis 2: Nonparametric bootstrapping of traditional path effects","Hayes 2013, SPSS PROCESS Model 4",No,NA,Direct and indirect,No,No,None,None,None,NA,No,No,Yes,No,No,No,No,A,NA,NA,NA
13,26606724,Ian,Kelly,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0022395615300017/pdfft?md5=406ae284b32be86cb11685297f10af65&pid=1-s2.0-S0022395615300017-main.pdf,"McKenna AE, Gillen AM",Direct and indirect effects of maltreatment typologies on suicidality in a representative Northern Irish sample: Psychopathology only partially mediates the relationship,Journal of Psychiatric Research,"72, , 82-90",NA,NA,NA,NA,English-speaking household residents aged 18 years and older in Northern Ireland,1986,No,NA,"Family violence exposure, Family violence and sexual abuse exposure, Conflict exposure",Presence of any mental disorder,"Suicidal ideation, Acquired capability for suicidal behaviors",No,Structural equation modeling,Muthen 2011,No,NA,DIrect and indirect,No,No,"Sex, age, marital status, years in education","Sex, age, marital status, years in education","Sex, age, marital status, years in education",No,No,No,No,No,No,No,No,A,NA,NA,NA
13,26648878,Ian,Kelly,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4664801/,"Dimitriou D, Le Cornu Knight F, Milton P",The Role of Environmental Factors on Sleep Patterns and School Performance in Adolescents,Frontiers in Psychology,"6, ,",NA,NA,NA,NA,Age 16-19 college students in London,47,No,NA,"Analysis 1: Exercise
Analysis 2: Caffeine consumption
Analysis 3: Technology use 30 minutes before bed",Total sleep time on weekdays,Academic performance,No,Baron and Kenny,Preacher and Kelley 2011,No,NA,Direct and indirect,No,No,Nonverbal IQ,Nonverbal IQ,Nonverbal IQ,Confounder,No,No,No,No,No,No,No,A,NA,NA,NA
13,28503158,Ian,Gunho,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC5408127/,"Ibarra FF, Kardan O, Hunter MR, Kotabe HP, Meyer FAC, Berman MG",Image Feature Types and Their Predictions of Aesthetic Preference and Naturalness,Frontiers in Psychology,"8, ,",NA,NA,NA,NA,Images,260,No,NA,"Low-level visual features (i.e., brightness, straight edge density, hue, disorganized edge ratio, saturation)","High-level visual features. Determined significant associations with each low-level visual feature, then looked at these as mediators both separately and simultaneously.","Aesthetic preference ratings, Naturalness ratings",No,Nonparametric bootstrapping of traditional path effects (with simultaneous mediators),"Hayes 2013, SPSS PROCESS",No,NA,Direct and indirect,No,No,None,None,None,NA,No,No,No,Yes,No,No,No,A,NA,NA,NA
13,28843079,Ian,Gunho,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032717303695/pdfft?md5=61187d5222faa4ba3258c13da0e79186&pid=1-s2.0-S0165032717303695-main.pdf,"Boffa JW, King SL, Turecki G, Schmidt NB",Investigating the role of hopelessness in the relationship between PTSD symptom change and suicidality,Journal of Affective Disorders,"225, , 298-301",NA,NA,NA,NA,Individuals in Southeastern United States with trauma exposure,69,No,NA,Change in posttraumatic stress symptoms,"Change in hopelessness, change in depression symptom severity (simultaneous)",Likelihood of future suicide attempt,No,Nonparametric bootstrapping of traditional path effects (with simultaneous mediators),SPSS PROCESS,No,NA,Direct and indirect,No,No,Intervention condition,Intervention condition,Intervention condition,No,Yes,No,No,Yes,"They note that, because exposure and mediators measured concurrently, they can investigate ""statistical mediation"" but not ""temporal mediation""",No,No,A,NA,NA,NA
13,28872672,Ian,Kelly,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/epdf/10.1111/cdev.12942,"Curtis PR, Kaiser AP, Estabrook R, Roberts MY",The Longitudinal Effects of Early Language Intervention on Children's Problem Behaviors,Child Development,NA,NA,NA,NA,NA,Toddlers with language delays,97,No,NA,Enhanced milieu teaching,Rate of communication,Problem behaviors,Yes,Structural equation modeling,NA,No,NA,Direct and indirect,No,No,"Baseline mediator, baseline outcome, age, gender","Baseline mediator, baseline outcome, age, gender","Baseline mediator, baseline outcome, age, gender",No,Yes,Yes,Yes,No,They note that bootstrapping doesn't assume normal distribution of the indirect effect,No,No,A,NA,NA,NA
13,28956520,Ian,Gunho,Y,https://www-cambridge-org.ezp.welch.jhmi.edu/core/journals/psychological-medicine/article/longitudinal-mediation-analysis-of-the-effect-of-negativeselfschemas-on-positive-symptoms-via-negative-affect/4056CF0BEA24E9A6F9F25F7A6B02297B,"Jaya ES, Ascone L, Lincoln TM",A longitudinal mediation analysis of the effect of negative-self-schemas on positive symptoms via negative affect,Psychological Medicine,"48, 8, 1299-1307",NA,NA,NA,NA,"Users of Crowdflower or similar websites from Germany, Indonesia, and the United States",962,Yes,No,Negative schemas,Negative affect,Positive symptoms,No,Cross-lagged panel modeling,Preacher 2015,No,NA,Direct and indirect,No,No,None,None,None,NA,Yes,Yes,Yes,Yes,No,No,No,A,NA,NA,NA
13,29171662,Ian,Kelly,Y,https://onlinelibrary-wiley-com.ezp.welch.jhmi.edu/doi/full/10.1111/cdev.12997,"Fosco GM, Lydon-Staley DM","A Within-Family Examination of Interparental Conflict, Cognitive Appraisals, and Adolescent Mood and Well-Being",Child Development,NA,NA,NA,NA,NA,Two-caregiver families with an adolescent in 9th or 10th grade,151,Yes,Yes,"Parent-reported interparental conflict, Self-reported interparental conflict","Situational blame, situational threat","Angry mood, depressed mood, anxious mood, positive mood, life satisfaction, life purposefulness and meanginfulness",No,Multilevel mediation modeling,"Bauer, Preacher, and Gil 2006; PROC MIXED",No,NA,Indirect,No,No,Time in study,Time in study,Time in study,No,No,No,No,No,No,No,No,A,NA,NA,NA
13,29331930,Ian,Gunho,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0022395617310816/pdfft?md5=8beeccb770993061e7fdbe48a39eafed&pid=1-s2.0-S0022395617310816-main.pdf,"Ered A, Cooper S, Ellman LM","Sleep quality, psychological symptoms, and psychotic-like experiences",Journal of Psychiatric Research,"98, , 95-98",NA,NA,NA,NA,Undergraduate students at Temple University,2687,No,NA,Psychotic-like experiences,"Anxiety, depression, PTSD (simultaneous)",Sleep quality,No,Nonparametric bootstrapping of traditional path effects (with simultaneous mediators),"SPSS PROCESS, Hayes 2012, Preacher and Hayes 2008, Baron and Kenny 1986",No,NA,Direct and indirect,No,No,"Age, gender","Age, gender","Age, gender",Investigated as confounders,No,No,No,No,No,No,No,A,NA,NA,NA
14,22998852,Adam,Ian,Y,https://www-cambridge-org.ezp.welch.jhmi.edu/core/journals/psychological-medicine/article/relationship-between-happiness-and-intelligent-quotient-the-contribution-of-socioeconomic-and-clinical-factors/852640AC984DB7EC623D9D2C1A2D0A5A,"Ali A, Ambler G, Strydom A, Rai D, Cooper C, McManus S, Weich S, Meltzer H, Dein S, Hassiotis A",The relationship between happiness and intelligent quotient: the contribution of socio-economic and clinical factors,Psychological Medicine,"43, 6, 1303-12",NA,NA,NA,No,People living in private households in England,6870,No,NA,IQ,"Income, marital status, employment, activity of daily living dependency, social network size, life events/trauma, social participation, health, neurotic symptoms",Happiness,No,Baron and Kenny,Baron and Kenny 1986,No,NA,Direct and Indirect,No,No,"Age, gender, ethnicity","Age, gender, ethnicity","Age, gender, ethnicity","""To explore whether there was confounding""",No,No,No,No,They note that cross-sectional data preclude causal inference,No,No,B,NA,NA,NA
14,26524001,Kelly,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4853302/,"Harackiewicz JM, Canning EA, Tibbetts Y, Priniski SJ, Hyde JS",Closing achievement gaps with a utility-value intervention: Disentangling race and social class,Journal of Personality and Social Psychology,"111, 5, 745-765",NA,NA,NA,No,Undergraduate biology students at the University of Wisconsin-Madison,1040,No,NA,Utility-value intervention,Essay length,Course grade,Yes,Nonparameteric bootstrapping of traditional path effects with moderators,"Hayes 2013, SPSS PROCESS Model 15",No,NA,Indirect,No,No,"First-generation status, Underrepresented minority","First-generation status, Underrepresented minority","First-generation status, Underrepresented minority","Investigated as moderators in ""moderated mediation""",No,No,Yes,Yes,No,No,No,B,NA,NA,NA
14,26590510,Adam,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032715307631/pdfft?md5=866324ab4eb27022468c9954660fbc9b&pid=1-s2.0-S0165032715307631-main.pdf,"Jylha P, Rosenstrom T, Mantere O, Suominen K, Melartin T, Vuorilehto M, Holma M, Riihimaki K, Oquendo MA, Keltikangas-Jarvinen L, Isometsa ET",Personality disorders and suicide attempts in unipolar and bipolar mood disorders,Journal of Affective Disorders,"190, , 632-639",NA,NA,NA,No,Patients in Finland with unipolar or bipolar mood disorder,3555,No,NA,Personality disorder,Depressive episodes,Suicide attempt,No,Causal mediation,"Imai, Keele, and Tingley 2010; R mediation package",Yes,2,"NIE, NDE",NA,NA,None,None,None,NA,No,No,Yes,No,They discuss linearity of mediator,They do a sensitivity analysis to the functional form of the mediator,No,B,NA,NA,NA
14,26702520,Adam,Ian,Y,https://www-sciencedirect-com.ezp.welch.jhmi.edu/science/article/pii/S0165032715306960/pdfft?md5=96e6ab93bdc30d3c454209859e5005ee&pid=1-s2.0-S0165032715306960-main.pdf,"Moritz S, Jahns AK, Schroder J, Berger T, Lincoln TM, Klein JP, Goritz AS",More adaptive vesus less maladaptive coping: What is more predictive of symptom severity? Development of a new scale to investigate coping profiles across different psychopathological syndromes,Journal of Affective Disorders,"191, , 300-307",NA,NA,NA,No,"Users of WisoPanel, a German online service providing scientists with the opportunity to advertise non-commercial studies",2200,No,NA,Adaptive coping,Emotional suppression,Depressive symptoms,No,Nonparametric bootstrapping of traditional path effects,NA,No,NA,Direct and indirect,No,No,None,None,None,NA,No,No,No,No,No,No,No,B,NA,NA,NA
14,26727407,Kelly,Ian,Y,https://www-ncbi-nlm-nih-gov.ezp.welch.jhmi.edu/pmc/articles/PMC4760856/,"Neighbors C, Lewis MA, LaBrie J, DiBello AM, Young CM, Rinker DV, Litt D, Rodriguez LM, Knee CR, Hamor E, Jerabeck JM, Larimer ME",A multisite randomized trial of normative feedback for heavy drinking: Social comparison versus social comparison plus correction of normative misperceptions,Journal of Consulting & Clinical Psychology,"84, 3, 238-247",NA,NA,NA,No,Heavy drinking undergraduate students between ages of 18-26,623,Yes,Yes,"Personalized normative feedback intervention, personalized social comparison feedback","Change in perceived norms, change in drinks per week","Drinks per week, perceived norms",Yes,Nonparametric bootstrapping of traditional path effects,"Hayes 2012, SPSS PROCESS",No,NA,Indirect,No,No,Baseline mediator,"Baseline outcome, site, gender","Baseline outcome, site, gender",No,Yes,Yes,Yes,Yes,No,No,No,B,NA,NA,NA
