PMID,Title of the Study,Mediation Method Used,Randomized Exposure,Causal Mediation,Examined Mediator-Outcome Linearity,Examined Exposure-Mediator Interaction,Covariates in Exposure-Mediator Model,Covariates in Exposure-Outcome Model,Covariates in Mediator-Outcome Model,Control for Baseline Mediator,Control for Baseline Outcome,Temporal Ordering Exposure Before Mediator,Temporal Ordering Mediator Before Outcome,Discussed Mediator Assumptions,Sensitivity Analysis to Assumption,Control for Other Post-Exposure Variables
27884931,Mild Depressive Symptoms Mediate the Impact of Childhood Trauma on Long-Term Functional Outcome in Early Psychosis Patients,Path analysis,0 ## The study did not randomize exposure to childhood trauma; it was observational and based on retrospective reports.,1 ## The study aimed to establish a causal mediation effect of depressive symptoms on the relationship between childhood trauma and functional outcomes.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## The study does not mention including covariates in the exposure-outcome model.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## There is no indication that the study controlled for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The study design assumes childhood trauma (exposure) occurs before the development of depressive symptoms (mediator).,1 ## The study assumes depressive symptoms (mediator) occur before affecting functional outcomes.,0 ## The article does not explicitly discuss assumptions related to the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables that could affect the mediator or outcome.
29202885,The COMMAND trial of cognitive therapy to prevent harmful compliance with command hallucinations: predictors of outcome and mediators of change,Stata's paramed command,1 ## The study was a randomized controlled trial comparing CTCH + TAU with TAU alone.,1 ## The study explicitly aimed to evaluate the mediating role of voice power differential in the treatment effect on compliance.,0 ## The article does not explicitly discuss examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator in the mediation analysis.,1 ## The model for the mediator included covariates such as center membership and the first principal component.,1 ## The logistic regression model for the outcome included covariates like center membership and baseline compliance.,1 ## The mediator-outcome model included covariates such as center membership and the first principal component.,0 ## The study does not mention controlling for baseline mediator values in the mediation analysis.,1 ## Baseline compliance was considered in the initial logistic regression model for predicting 18-month compliance.,1 ## The study design ensured that the treatment (exposure) occurred before the measurement of the mediator at 9 months.,"1 ## The mediator was measured at 9 months, and the outcome was assessed at 18 months, establishing temporal order.",1 ## The study discusses potential confounding and measurement error as threats to the validity of the mediation analysis.,1 ## The study checked for sensitivity to measurement error in the mediators and considered confounding effects.,0 ## The study does not mention controlling for other post-exposure variables
28871234,"Test Anxiety in Spanish Adolescents: Examining the Role of Emotional Attention, and Ruminative Self-focus and Regulation",Bootstrapping,"0 ## The study used a cross-sectional design with a convenience sample, not a randomized controlled trial.","0 ## The study design was cross-sectional, which does not allow for establishing causal relationships.",0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not specify the inclusion of covariates in the exposure-mediator model.,1 ## The study controlled for gender and depression in the analysis.,1 ## The study controlled for gender and depression in the analysis.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,0 ## The cross-sectional design does not establish temporal ordering between exposure and mediator.,0 ## The cross-sectional design does not establish temporal ordering between mediator and outcome.,0 ## The article does not discuss assumptions related to the mediation analysis.,0 ## There is no mention of conducting sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
26192040,Developmental Trajectories of Children's Behavioral Engagement in Late Elementary School: Both Teachers and Peers Matter,Cross-lagged panel mediation analysis,0 ## The study is observational and does not mention any randomization of exposure.,"0 ## The study uses cross-lagged panel mediation analysis, which is not a causal mediation method.",0 ## The article does not explicitly discuss the linearity of the mediator-outcome relationship.,"1 ## The study tested moderated, indirect effects models to examine interactions between social relationships.",0 ## The article does not mention covariates specifically in the exposure-mediator model.,1 ## The study controls for baseline levels of children's physical and relational aggression in the analysis.,0 ## The article does not mention covariates specifically in the mediator-outcome model.,0 ## The study does not mention controlling for baseline levels of the mediator.,1 ## The study controls for initial levels of behavioral engagement in its analysis.,1 ## The study design follows a temporal order where teacher-child and peer relationships are measured before behavioral engagement.,"1 ## The study measures mediators (e.g., peer popularity) before the outcome (behavioral engagement) in subsequent grades.",0 ## The article does not explicitly discuss assumptions related to mediation analysis.,0 ## The study does not mention conducting sensitivity analyses related to mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
28611704,"Passion, Trait Self-Control, and Wellbeing: Comparing Two Mediation Models Predicting Wellbeing",Partial Least Square Structural Equation Method (PLS-SEM),0 ## The study was correlational and did not involve random assignment of exposure.,0 ## The study used mediation analysis but did not establish causality due to its correlational design.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## The study does not mention including covariates in the exposure-outcome model.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,0 ## The study does not establish temporal ordering between exposure and mediator.,0 ## The study does not establish temporal ordering between mediator and outcome.,0 ## The study does not explicitly discuss assumptions related to mediation analysis.,0 ## The study does not mention conducting sensitivity analysis for mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
25039961,Treatment mechanism in the MRC preschool autism communication trial: implications for study design and parent-focussed therapy for children,Mediation analysis,"1 ## The study was a randomized-controlled trial (RCT), which implies that the exposure (treatment) was randomized.","1 ## The study aimed to understand the causal mechanism by which the PACT treatment influenced child behavior through parent behavior, using mediation analysis.",0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no specific mention of examining interactions between exposure and mediator in the analysis.,1 ## The study mentions including baseline covariates in the instrumental variable model to account for confounding.,0 ## The article does not explicitly mention covariates in the exposure-outcome model.,1 ## The study discusses controlling for baseline values of the mediator to account for confounding in the mediator-outcome relationship.,1 ## The study controlled for baseline mediator values in some models to reduce confounding.,0 ## There is no explicit mention of controlling for baseline outcome values.,"1 ## The study design involved randomization before measuring the mediator, ensuring temporal ordering.","1 ## The study measured the mediator before the outcome, ensuring the correct temporal sequence.",1 ## The article discusses assumptions related to measurement error and confounding in mediation analysis.,"1 ## The study conducted analyses to account for measurement error and confounding, indicating sensitivity to assumptions.",0 ## The article does not mention controlling for other post-exposure variables.
27933010,"Differential Recall Bias, Intermediate Confounding, and Mediation Analysis in Life Course Epidemiology: An Analytic Framework with Empirical Example",Difference method,"0 ## The study is observational and based on data from the Tromsø Study, which is a cohort study, not a randomized controlled trial.","1 ## The study aims to assess the mediating role of psychological and physical abuse in the association between childhood socioeconomic status and adult health outcomes, which is a causal mediation analysis.",0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,1 ## The study mentions that no statistically significant multiplicative interaction between the exposure and mediators was observed.,"1 ## The study adjusted for age, parental history of psychological problems, exposure to passive smoke in childhood, and living in Norway at age 1 in the exposure-mediator model.","1 ## The study adjusted for several confounders, including age, parental history of psychological problems, and exposure to passive smoke in childhood, in the exposure-outcome model.","1 ## The study adjusted for confounders in the mediator-outcome model, as indicated in the analysis sections.",0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The study assumes that childhood socioeconomic status precedes psychological and physical abuse in childhood.,"1 ## The study assumes that childhood abuse precedes adult mental health, general health, and well-being outcomes.",1 ## The study discusses assumptions related to intermediate confounding and differential recall bias in mediation analysis.,0 ## The study does not explicitly mention conducting a sensitivity analysis to test the robustness of assumptions.,0 ## The study does not mention controlling for other
29331930,"Sleep quality, psychological symptoms, and psychotic-like experiences",PROCESS,"0 ## The study used observational data from undergraduate students, not a randomized controlled trial.",0 ## The study conducted mediation analysis but did not establish causality due to its cross-sectional design.,0 ## The article does not mention testing for linearity between mediators and outcomes.,0 ## There is no mention of testing for interaction effects between exposure and mediators.,0 ## The article does not specify including covariates in the exposure-mediator model.,1 ## Age and gender were controlled for in the analysis of the relationship between PLEs and sleep quality.,1 ## Age and gender were controlled for in the mediation analysis involving depression and PTSD symptoms.,"0 ## The study did not control for baseline levels of mediators, as it was cross-sectional.","0 ## The study did not control for baseline sleep quality, as it was cross-sectional.",0 ## The cross-sectional design does not allow for establishing temporal order between PLEs and mediators.,0 ## The cross-sectional design does not allow for establishing temporal order between mediators and sleep quality.,0 ## The article does not discuss assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
29294372,The mediating effects of depressive symptoms on the association of childhood maltreatment with non-medical use of prescription drugs,Structural Equation Modeling (SEM),"0 ## The study used cross-sectional data from a survey, not a randomized controlled trial.","0 ## The study is cross-sectional, which limits causal inference.",0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,1 ## The study tested interactions between childhood maltreatment and depressive symptoms on NMUPD.,0 ## The article does not specify covariates in the exposure-mediator model.,"1 ## The study adjusted for several covariates like gender, age, and socioeconomic status in the exposure-outcome model.",0 ## The article does not specify covariates in the mediator-outcome model.,0 ## The study is cross-sectional and does not control for baseline mediator levels.,0 ## The study is cross-sectional and does not control for baseline outcome levels.,0 ## The cross-sectional design does not allow for establishing temporal order.,0 ## The cross-sectional design does not allow for establishing temporal order.,0 ## The article does not discuss assumptions specific to mediation analysis.,0 ## The article does not mention conducting sensitivity analyses related to mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
23489399,The role of pretreatment outcome expectancies and cognitive-behavioral skills in symptom improvement in an acute psychiatric setting,Bootstrap mediation,0 ## The study was conducted in a naturalistic treatment environment without random assignment to exposure.,1 ## The study used mediation analysis to examine the role of CBT skills as a mediator between expectancies and symptom improvement.,0 ## The article does not explicitly discuss testing for linearity in the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator.,0 ## The article does not mention adjusting for covariates in the exposure-mediator model.,0 ## The article does not mention adjusting for covariates in the exposure-outcome model.,0 ## The article does not mention adjusting for covariates in the mediator-outcome model.,1 ## The study controlled for baseline CBT skills by assessing them at both admission and discharge.,1 ## The study controlled for baseline symptoms by assessing them at both admission and discharge.,1 ## Pretreatment expectancies were assessed before the acquisition of CBT skills.,1 ## CBT skills were assessed before the measurement of symptom improvement.,0 ## The article does not explicitly discuss assumptions related to mediation analysis.,0 ## There is no mention of sensitivity analysis to test assumptions in the mediation analysis.,0 ## The study does not mention controlling for other post-exposure variables.
27267323,Subjective Socioeconomic Status Causes Aggression: A Test of the Theory of Social Deprivation,Sequential mediation analysis,1 ## The study employed experimental designs where participants were randomly assigned to different subjective SES conditions.,1 ## The study used sequential mediation analysis to test the causal pathway from subjective SES to aggressive behavior via perceived disadvantage and aggressive affect.,0 ## The article does not explicitly discuss testing for linearity in the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator in the analysis.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## The study does not mention including covariates in the exposure-outcome model.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The experimental design ensured that the exposure (subjective SES manipulation) occurred before measuring the mediator (perceived disadvantage).,1 ## The mediator (perceived disadvantage) was measured before the outcome (aggressive behavior) in the experimental design.,0 ## The article does not explicitly discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables in the analysis.
28287798,A Randomized Clinical Trial Targeting Anxiety Sensitivity for Patients With Suicidal Ideation,Multigroup latent difference score (LDS) approach,1 ## The study involved random assignment of participants to either the active treatment or control condition.,1 ## The study conducted mediation analyses to examine whether changes in anxiety sensitivity mediated the effects on suicide outcomes.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator in the mediation analysis.,0 ## The article does not specify the inclusion of covariates in the exposure-mediator model.,0 ## The article does not specify the inclusion of covariates in the exposure-outcome model.,0 ## The article does not specify the inclusion of covariates in the mediator-outcome model.,1 ## The study controlled for baseline anxiety sensitivity levels in the mediation analysis.,1 ## The study controlled for baseline levels of the outcome variables in the mediation analysis.,1 ## The intervention (exposure) was administered before measuring changes in anxiety sensitivity (mediator).,1 ## Changes in anxiety sensitivity (mediator) were measured before assessing the outcomes at follow-up.,0 ## The article does not explicitly discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The article does not mention controlling for other post-exposure variables in the analysis.
25071670,Well-being in Amyotrophic Lateral Sclerosis: a pilot Experience Sampling Study,Mediation analysis,0 ## The study did not involve randomization of exposure; it used an observational design with experience sampling.,1 ## The study conducted mediation analysis to explore the effect of thinking about the past on well-being via rumination.,0 ## The article does not explicitly mention examining the linearity between mediator and outcome.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not mention including covariates in the exposure-mediator model.,1 ## Functional status was included as a covariate in the analysis of well-being.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## There is no indication that baseline levels of the mediator were controlled for.,0 ## The study does not mention controlling for baseline levels of the outcome.,"1 ## The study design implies temporal ordering, as thoughts (exposure) were measured before rumination (mediator).","1 ## The study design implies temporal ordering, as rumination (mediator) was measured before well-being (outcome).",0 ## The article does not explicitly discuss assumptions related to the mediator.,0 ## There is no mention of conducting sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
27280309,"Depression, Help-Seeking Perceptions, and Perceived Family Functioning among Spanish-Dominant Hispanics and Non-Hispanic Whites",PROCESS program,1 ## The study included an experimental manipulation where participants were randomly assigned to recall positive or negative family experiences.,"0 ## The study used cross-sectional data for most analyses, which limits causal inference.",0 ## The article does not explicitly discuss testing for linearity between the mediator and outcome.,1 ## The study examined the interaction between depressive symptomatology and family condition on changes in perceived family functioning.,0 ## The article does not mention using covariates in the exposure-mediator model.,0 ## The article does not mention using covariates in the exposure-outcome model.,1 ## Gender was used as a covariate in the mediation analyses.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The experimental manipulation (exposure) occurred before measuring changes in perceived family functioning (mediator).,0 ## The study does not establish a clear temporal order between the mediator and outcome due to its cross-sectional nature.,0 ## The article does not explicitly discuss assumptions related to the mediator.,0 ## The article does not mention conducting sensitivity analyses related to mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
27378988,Comparison of Athletes' Proneness to Depressive Symptoms in Individual and Team Sports: Research on Psychological Mediators in Junior Elite Athletes,Path analysis with bootstrapping,"0 ## The study is cross-sectional and observational, not randomized.","0 ## The study is correlational, and the authors explicitly state that causal implications cannot be drawn.",0 ## The article does not mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction between exposure and mediator.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## The study does not mention including covariates in the exposure-outcome model.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## The study does not control for baseline levels of the mediator.,0 ## The study does not control for baseline levels of the outcome.,0 ## The cross-sectional design does not establish temporal ordering.,0 ## The cross-sectional design does not establish temporal ordering.,"1 ## The study discusses assumptions related to mediation analysis, referencing Baron and Kenny's approach.",0 ## The study does not mention conducting a sensitivity analysis for assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
27826274,Learning Climate and Job Performance among Health Workers. A Pilot Study,Multiple Regression,0 ## The study used a cross-sectional survey design without randomization of exposure.,0 ## The study does not establish causality due to its cross-sectional design and lack of randomization.,"1 ## The study used multiple linear regression, which assumes linearity between variables.",0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## The study does not mention including covariates in the exposure-outcome model.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## The study does not control for baseline levels of the mediator.,0 ## The study does not control for baseline levels of the outcome.,0 ## The cross-sectional design does not allow for establishing temporal order.,0 ## The cross-sectional design does not allow for establishing temporal order.,"1 ## The study discusses the assumptions of mediation analysis, referencing Preacher and Hayes.",0 ## There is no mention of conducting sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
28729357,Association between maternal childhood trauma and offspring childhood psychopathology: mediation analysis from the ALSPAC cohort,Structural Equation Modelling (SEM),"0 ## The study used observational data from the ALSPAC cohort, not a randomized controlled trial.",1 ## The study aimed to identify causal pathways through which maternal childhood maltreatment affects offspring psychopathology using mediation analysis.,0 ## The article does not explicitly mention testing for linearity between mediators and outcomes.,0 ## There is no mention of testing for interaction effects between exposure and mediators.,"1 ## Covariates such as maternal education, partner status, and psychiatric history were included in the models.",1 ## The study included covariates like maternal education and partner status in the exposure-outcome model.,1 ## Covariates were included in the mediator-outcome model as part of the SEM.,0 ## The study does not mention controlling for baseline levels of mediators.,0 ## There is no indication that baseline outcomes were controlled for in the analysis.,1 ## The study design ensured that maternal childhood maltreatment (exposure) was assessed before the mediators.,1 ## Mediators such as maternal depression were assessed before measuring child psychopathology outcomes.,0 ## The article does not explicitly discuss assumptions related to the mediators.,0 ## There is no mention of conducting sensitivity analyses to test assumptions.,"1 ## The study controlled for several post-exposure variables, such as maternal depression and parenting practices."
26950097,Group CBT Versus MBSR for Social Anxiety Disorder: A Randomized Controlled Trial,SPSS MEDIATE macro,"1 ## The study involved random assignment of participants to CBGT, MBSR, or a waitlist control group.",1 ## The study conducted mediation analyses to identify psychological processes that mediated the effects of CBGT and MBSR on social anxiety symptoms.,0 ## The article does not explicitly mention examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator in the mediation analysis.,0 ## The article does not specify the inclusion of covariates in the exposure-mediator model.,0 ## The article does not specify the inclusion of covariates in the exposure-outcome model.,0 ## The article does not specify the inclusion of covariates in the mediator-outcome model.,"1 ## The study used residualized scores for mediators, which implies controlling for baseline mediator levels.","1 ## The study used residualized social anxiety symptoms, indicating control for baseline outcome levels.",1 ## The study design involved treatment (exposure) before assessing changes in mediators.,1 ## Changes in mediators were assessed before measuring the outcome of social anxiety symptoms.,0 ## The article does not explicitly discuss assumptions related to mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of mediation assumptions.,0 ## The article does not mention controlling for other post-exposure variables in the mediation analysis.
29477589,"The role of affective temperaments assessed by the Temperament Evaluation of Memphis, Pisa and San Diego-Autoquestionnaire (TEMPS-A) in the relationship between morningness-eveningness and bipolarity",Mediation analysis,"0 ## The study used a web-based questionnaire to collect data from participants, indicating that the exposure was not randomized.",1 ## The study employed mediation analysis to explore the causal pathway between morningness-eveningness and bipolarity through temperamental traits.,0 ## The article does not explicitly mention examining the linearity between the mediator and the outcome.,0 ## There is no mention of testing for interaction effects between exposure and mediator in the mediation analysis.,1 ## The analysis controlled for age and sex in the regression models assessing the relationship between morningness-eveningness and temperamental traits.,1 ## Age and sex were controlled for in the regression models assessing the relationship between morningness-eveningness and bipolarity.,1 ## The study controlled for age and sex in the regression models assessing the relationship between temperamental traits and bipolarity.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## There is no indication that the study controlled for baseline levels of the outcome.,0 ## The study design does not establish a temporal order where exposure precedes the mediator.,0 ## The study does not establish a temporal order where the mediator precedes the outcome.,0 ## The article does not discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
25528759,The Stress of the Street for Patients With Persecutory Delusions: A Test of the Symptomatic and Psychological Effects of Going Outside Into a Busy Urban Area,Causal mediation approach,1 ## The study used a randomized controlled design to assign patients to either a street exposure or a neutral control condition.,1 ## The study performed mediation analysis using the causal mediation approach to investigate direct and indirect effects.,"1 ## The mediation analysis assumed linear relationships between the mediator and outcome, as indicated by the use of linear models.",0 ## The study did not explicitly mention examining interactions between exposure and mediator.,1 ## The analysis included baseline measures of the mediator as covariates in the models.,1 ## The analysis included baseline measures of the outcome and recruitment center as covariates.,1 ## The analysis included baseline measures of the outcome and mediators as covariates in the mediation analysis.,1 ## Baseline measures of the mediators were included as covariates in the mediation analysis.,1 ## Baseline measures of the outcome were included as covariates in the mediation analysis.,1 ## The study design ensured that exposure occurred before the measurement of mediators.,"0 ## The mediators and outcome were measured at the same time, so temporal ordering was not established.","1 ## The study discussed assumptions related to mediation analysis, such as the absence of unmeasured confounders.",0 ## The study did not report conducting sensitivity analyses to test the robustness of mediation assumptions.,0 ## The study did not mention controlling for other post-exposure variables beyond the mediators and outcome.
28045285,A Pragmatic Randomized Clinical Trial of Behavioral Activation for Depressed Pregnant Women,Path analysis using multilevel models,1 ## The study randomly assigned pregnant women to either Behavioral Activation (BA) or Treatment As Usual (TAU).,1 ## The study conducted mediation analysis to examine if early changes in behavioral activation and environmental reward mediated the effect of BA on depression outcomes.,0 ## The study did not explicitly mention examining the linearity between mediator and outcome.,0 ## There was no mention of testing for interaction between exposure and mediator.,0 ## The study did not specify covariates in the exposure-mediator model.,1 ## Covariates such as baseline anxiety score and psychotherapy at the time of enrollment were included in the exposure-outcome model.,"1 ## The study controlled for covariates in the mediator-outcome model, as indicated by the use of multilevel models.",1 ## The study controlled for early change in the mediator from baseline to 10 weeks.,1 ## Baseline depressive severity was controlled for in the analysis.,1 ## The study design ensured that exposure (BA or TAU) occurred before measuring changes in mediators.,1 ## Changes in mediators were measured before assessing subsequent depression outcomes.,0 ## The study did not explicitly discuss assumptions related to the mediators.,0 ## There was no sensitivity analysis specifically addressing assumptions related to mediation.,0 ## The study did not mention controlling for other post-exposure variables.
28229495,Adolescent daytime sleepiness as a risk factor for adult crime,PROCESS macro,"0 ## The study is observational and uses existing longitudinal data, not a randomized controlled trial.",1 ## The study uses mediation analysis to explore the causal pathway from sleepiness to crime via attention.,0 ## The article does not explicitly discuss testing for linearity in the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator.,0 ## The article does not specify covariates used in the exposure-mediator model.,1 ## The study controls for adolescent antisocial behavior and EEG theta activity in the exposure-outcome model.,0 ## The article does not specify covariates used in the mediator-outcome model.,0 ## The study does not mention controlling for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The study measures sleepiness (exposure) before attention (mediator).,1 ## The study measures attention (mediator) before assessing adult crime (outcome).,0 ## The article does not explicitly discuss assumptions related to the mediation analysis.,1 ## The article mentions a sensitivity analysis for the sleepiness-crime relationship.,0 ## The study does not mention controlling for other post-exposure variables.
25031222,How Cannabis Causes Paranoia: Using the Intravenous Administration of Δ - Tetrahydrocannabinol (THC) to Identify Key Cognitive Mechanisms Leading to Paranoia,Regression methods following the logic of Baron and Kenny,"1 ## The study used a randomized, placebo-controlled, between-groups design to test the effects of THC.",1 ## The study conducted mediation analysis to determine if the increase in paranoia was mediated by anomalous experiences and negative affect.,0 ## The study did not explicitly discuss the linearity of the mediator-outcome relationship.,0 ## There was no mention of testing for interaction between exposure and mediator.,0 ## The study did not specify covariates in the exposure-mediator model.,1 ## Baseline paranoia and anxiety levels were used as covariates in the exposure-outcome model.,0 ## The study did not specify covariates in the mediator-outcome model.,0 ## The study did not mention controlling for baseline mediator levels.,1 ## Baseline levels of paranoia were controlled for in the analysis.,"1 ## THC was administered before measuring the mediators, establishing temporal order.","1 ## Mediators were assessed before the outcome, establishing temporal order.",0 ## The study did not explicitly discuss assumptions related to the mediators.,0 ## There was no sensitivity analysis mentioned regarding assumptions.,0 ## The study did not mention controlling for other post-exposure variables.
24239131,Neural Correlates of Impaired Cognitive Control over Working Memory in Schizophrenia,Mediation toolbox implemented in SPM,"0 ## The study involved patients with schizophrenia and healthy controls, but there was no mention of randomizing exposure to any treatment or condition.","1 ## The study performed a mediation analysis to explore the relationship between inhibition, interference control, and behavioral performance.",0 ## There is no explicit mention of examining the linearity of the mediator-outcome relationship.,0 ## The study does not discuss examining interactions between exposure and mediator.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## There is no mention of covariates being included in the exposure-outcome model.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## There is no indication that the study controlled for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline outcome measures.,1 ## The study design involved a task where inhibition (mediator) was assessed after the initial memory maintenance phase (exposure).,1 ## The study assessed interference control (mediator) before measuring behavioral performance (outcome).,0 ## The study does not explicitly discuss assumptions related to the mediation analysis.,0 ## There is no mention of conducting a sensitivity analysis to test assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
23181545,"""I'll Have One of Each"": How Separating Rewards Into (Meaningless) Categories Increases Motivation",Mediation analysis,"1 ## The study involved random assignment of participants to different experimental conditions, such as categorization and no-categorization conditions.",1 ## The study used mediation analysis to examine whether fear of missing out mediated the relationship between categorization and increased motivation.,0 ## The article does not explicitly discuss examining the linearity of the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator in the mediation analysis.,0 ## The study does not mention including covariates in the exposure-mediator model.,0 ## The study does not mention including covariates in the exposure-outcome model.,0 ## The study does not mention including covariates in the mediator-outcome model.,0 ## There is no indication that the study controlled for baseline levels of the mediator.,0 ## The study does not mention controlling for baseline levels of the outcome.,1 ## The study design ensured that the categorization manipulation (exposure) occurred before measuring fear of missing out (mediator).,1 ## The study measured fear of missing out before assessing motivation or task performance (outcome).,0 ## The article does not explicitly discuss the assumptions underlying the mediation analysis.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study does not mention controlling for other post-exposure variables.
27799916,Multiple Social Identities Enhance Health Post-Retirement Because They Are a Basis for Giving Social Support,"PROCESS (Model 4; Hayes, 2013)",0 ## The study is cross-sectional and does not involve randomization of exposure to multiple social identities.,0 ## The study uses mediation analysis but does not establish causality due to its cross-sectional design.,0 ## The study does not explicitly discuss the linearity of the mediator-outcome relationship.,0 ## There is no mention of examining interaction effects between exposure and mediator.,0 ## The study does not mention controlling for covariates in the exposure-mediator model.,0 ## The study does not mention controlling for covariates in the exposure-outcome model.,0 ## The study does not mention controlling for covariates in the mediator-outcome model.,0 ## The study does not control for baseline levels of the mediator.,0 ## The study does not control for baseline levels of the outcome.,0 ## The cross-sectional design does not allow for establishing temporal order between exposure and mediator.,0 ## The cross-sectional design does not allow for establishing temporal order between mediator and outcome.,0 ## The study does not explicitly discuss assumptions related to mediation analysis.,1 ## The study conducts sensitivity analyses to test the robustness of the observed patterns.,0 ## The study does not mention controlling for other post-exposure variables.
28843915,Effects of Traumatic Experiences on Obsessive-Compulsive and Internalizing Symptoms: The Role of Avoidance and Mindfulness,PROCESS macro,"0 ## The study used retrospective self-reports of childhood trauma, which were not randomized.",0 ## The study used mediation analysis to explore associations but did not establish causality due to its cross-sectional design.,0 ## The article does not explicitly mention testing for linearity in the mediator-outcome relationship.,0 ## There is no mention of testing for interaction effects between exposure and mediator in the analysis.,"1 ## Gender was controlled for in some analyses, as mentioned in the results section.",1 ## Gender was included as a covariate in the analysis of the college student sample.,1 ## Gender was controlled for in the analysis of the relationship between mindfulness facets and outcomes.,"0 ## The study did not control for baseline levels of the mediator, as it used cross-sectional data.","0 ## The study did not control for baseline levels of the outcome, as it used cross-sectional data.","0 ## The study used retrospective reports of trauma, making it difficult to establish temporal ordering.",0 ## The cross-sectional design does not allow for establishing temporal ordering between mediator and outcome.,0 ## The article does not discuss the assumptions underlying the mediation analysis in detail.,0 ## There is no mention of conducting sensitivity analyses to test the robustness of the mediation assumptions.,0 ## The study did not control for other post-exposure variables that might influence the mediator or outcome.
